2023-01-14 20:18:47.840341,82206,82194
2023-01-14 20:18:47.860306,125673,124615
2023-01-14 20:18:47.880305,126647,125243
2023-01-14 20:18:47.900304,126844,125446
2023-01-14 20:18:47.920325,127108,125744
2023-01-14 20:18:47.940306,127439,126122
2023-01-14 20:18:47.960302,127781,126380
2023-01-14 20:18:47.980301,128047,126484
2023-01-14 20:18:48.000301,128306,126588
2023-01-14 20:18:48.020302,128444,126582
2023-01-14 20:18:48.040303,133662,128488
2023-01-14 20:18:48.060302,128409,126443
2023-01-14 20:18:48.080302,133654,128463
2023-01-14 20:18:48.1003,128443,126416
2023-01-14 20:18:48.120303,133660,128450
2023-01-14 20:18:48.140304,128510,126464
2023-01-14 20:18:48.160303,133656,128442
2023-01-14 20:18:48.180301,128490,126568
2023-01-14 20:18:48.200303,133561,128405
2023-01-14 20:18:48.220301,128530,126705
2023-01-14 20:18:48.240303,133416,128387
2023-01-14 20:18:48.2603,128777,126897
2023-01-14 20:18:48.28034,133452,128471
2023-01-14 20:18:48.300325,129154,127188
2023-01-14 20:18:48.320309,133521,128499
2023-01-14 20:18:48.340311,129548,127458
2023-01-14 20:18:48.360303,133546,128499
2023-01-14 20:18:48.380302,129809,127609
2023-01-14 20:18:48.400303,133551,128482
2023-01-14 20:18:48.420302,130120,127860
2023-01-14 20:18:48.44034,133563,128456
2023-01-14 20:18:48.460333,130296,128023
2023-01-14 20:18:48.480334,133539,128413
2023-01-14 20:18:48.500332,130347,127973
2023-01-14 20:18:48.520334,133495,128371
2023-01-14 20:18:48.54037,130358,127895
2023-01-14 20:18:48.560335,133493,128366
2023-01-14 20:18:48.580332,130321,127792
2023-01-14 20:18:48.600329,133513,128364
2023-01-14 20:18:48.62033,130242,127719
2023-01-14 20:18:48.640333,133531,128368
2023-01-14 20:18:48.660334,130181,127612
2023-01-14 20:18:48.680336,133549,128386
2023-01-14 20:18:48.700333,130159,127576
2023-01-14 20:18:48.720334,133574,128395
2023-01-14 20:18:48.740339,130221,127626
2023-01-14 20:18:48.760336,133583,128400
2023-01-14 20:18:48.780335,130284,127714
2023-01-14 20:18:48.800332,133600,128412
2023-01-14 20:18:48.820333,130372,127777
2023-01-14 20:18:48.840338,133627,128429
2023-01-14 20:18:48.860332,130462,127841
2023-01-14 20:18:48.880333,133636,128436
2023-01-14 20:18:48.900333,130515,127939
2023-01-14 20:18:48.920331,82206,82194
2023-01-14 20:18:48.940339,130390,127889
2023-01-14 20:18:48.960336,125673,124615
