"0,003187894821167"
"0,001341819763184"
"0,001470565795898"
"0,001353740692139"
"0,001537561416626"
"0,001361131668091"
"0,001684427261353"
"0,001364231109619"
"0,001354455947876"
"0,001364707946777"
"0,001269578933716"
"0,001314640045166"
"0,001299381256104"
"0,001489639282227"
"0,001547336578369"
"0,001761198043823"
"0,002144813537598"
"0,001770496368408"
"0,001701354980469"
"0,00203013420105"
"0,002133131027222"
"0,001926422119141"
"0,002248048782349"
"0,002270221710205"
"0,002319574356079"
"0,001827716827393"
"0,002204895019531"
"0,002282381057739"
"0,00186014175415"
"0,001778841018677"
"0,00180721282959"
"0,001816987991333"
"0,003015041351318"
"0,002827882766724"
"0,003164768218994"
"0,001694917678833"
"0,001712083816528"
"0,002723455429077"
"0,001697778701782"
"0,001662969589233"
"0,001513242721558"
"0,001480340957642"
"0,001429796218872"
"0,001470804214478"
"0,001516103744507"
"0,001447439193726"
"0,001427173614502"
"0,001511573791504"
"0,001485347747803"
"0,00142240524292"
"0,001429796218872"
"0,001447439193726"
"0,001485586166382"
"0,001418828964233"
"0,001409292221069"
"0,001503467559814"
"0,001472949981689"
"0,001440763473511"
"0,001513957977295"
"0,00154185295105"
"0,001660346984863"
"0,001687049865723"
"0,001657009124756"
"0,001891136169434"
"0,00170111656189"
"0,001978158950806"
"0,001780271530151"
"0,002055883407593"
"0,002036333084106"
"0,002064943313599"
"0,001902103424072"
"0,001995325088501"
"0,002249956130981"
"0,001767873764038"
"0,001799583435059"
"0,001507520675659"
"0,00169038772583"
"0,00135326385498"
"0,001253128051758"
"0,001421928405762"
"0,001391649246216"
"0,001254558563232"
"0,001250982284546"
"0,001256942749023"
"0,001246452331543"
"0,001241445541382"
"0,001591444015503"
"0,001271486282349"
"0,001248121261597"
"0,001241207122803"
"0,001281499862671"
"0,001238107681274"
"0,001275062561035"
"0,001240491867065"
"0,001274585723877"
"0,001245975494385"
"0,001236438751221"
"0,001563549041748"
"0,001540899276733"
"0,001478433609009"
"0,001420736312866"
"0,001566410064697"
"0,001433134078979"
"0,001504898071289"
"0,001492261886597"
"0,001492500305176"
"0,001394987106323"
"0,001333951950073"
"0,001444578170776"
"0,001422166824341"
"0,001416921615601"
"0,001693248748779"
"0,001571893692017"
"0,001788377761841"
